,btc_row_id,btc_id,btc_dt,btc_low,btc_high,btc_open,btc_close,btc_volume,btc_macd,btc_macd_single,btc_rsi,btc_bollinger_bands_sma,btc_bollinger_bands_lower_band,btc_bollinger_bands_upper_band,btc_obv,btc_ichimoku_chikou_span,btc_ichimoku_kijun_sen,btc_ichimoku_tenkan_sen,btc_ichimoku_senkou_span_a,btc_ichimoku_senkou_span_b,btc_stoch_oscillator,btc_stoch_signal,btc_stoch_percent_j,btc_aroon_up,btc_aroon_down,btc_aroon_oscillator,btc_sma5,btc_sma10,btc_sma30,btc_ema5,btc_ema10,btc_ema30,target
269,269,BTC_USDT,2021-07-27,36399.0,39527.68,37240.75,39471.47,38334648.0,503.41757,-396.19623,69.24369,33232.7,28921.268,37544.133,-315778752.0,49242.6,34910.883,34910.883,34225.145,43375.836,88.57091,87.079056,84.095345,96.0,72.0,24.0,35994.02,33678.59,33637.23,36442.33,34866.184,34158.125,39999.52
270,270,BTC_USDT,2021-07-28,38593.02,40885.77,39453.18,39999.52,30677188.0,900.4817,-136.86064,70.35919,33589.86,28373.744,38805.973,-285101568.0,49529.47,35094.227,35094.227,34225.145,43375.836,86.44656,84.60564,80.923775,100.0,68.0,32.0,37268.203,34500.758,33821.875,37628.06,35799.516,34534.992,40016.0
271,271,BTC_USDT,2021-07-29,39250.98,40620.81,40012.22,40016.0,20362718.0,1202.6246,131.0364,70.39528,33898.945,27976.715,39821.176,-264738848.0,47708.36,35094.227,35192.883,34225.145,40144.46,87.83931,91.833244,99.821106,96.0,64.0,32.0,38421.348,35420.242,33959.01,38424.04,36566.15,34888.605,42183.51
272,272,BTC_USDT,2021-07-30,38330.0,42282.59,40021.73,42183.51,30850936.0,1598.5481,424.53873,74.749695,34332.93,27403.64,41262.22,-233887920.0,48975.5,35792.633,36999.508,34225.145,40144.46,90.377014,94.69216,103.32246,100.0,60.0,40.0,39783.062,36659.797,34197.24,39677.195,37587.49,35359.242,41432.85
273,273,BTC_USDT,2021-07-31,41050.0,42359.03,42203.04,41432.85,30256502.0,1830.6458,705.76013,70.862366,34691.99,27103.854,42280.125,-264144416.0,46845.16,35830.855,37172.61,34682.547,39736.25,93.80113,94.878006,97.03174,100.0,56.0,44.0,40620.67,37589.445,34460.668,40262.414,38286.645,35751.09,39872.15
274,274,BTC_USDT,2021-08-01,39436.21,42577.0,41444.77,39872.15,39849532.0,1867.126,938.0333,63.471706,35030.246,27157.096,42903.4,-303993952.0,49069.51,35939.84,37988.5,34857.195,39303.25,93.38632,90.5888,84.99376,100.0,52.0,48.0,40700.805,38347.414,34663.453,40132.324,38574.918,36016.965,39157.55
275,275,BTC_USDT,2021-08-02,38671.94,40468.68,39851.99,39157.55,34704340.0,1817.4247,1113.9116,60.367188,35352.2,27357.826,43346.57,-338698304.0,48876.08,35939.84,38222.0,34857.195,37713.266,89.241135,82.256615,68.28756,96.0,48.0,48.0,40532.414,38900.31,34813.035,39807.402,38680.85,36219.582,38200.0
276,276,BTC_USDT,2021-08-03,37646.99,39758.81,39145.91,38200.0,20564070.0,1681.3877,1227.4069,56.387215,35621.45,27624.293,43618.605,-359262368.0,48762.18,35939.84,38911.32,34584.25,37294.156,82.1032,73.46419,56.186165,92.0,44.0,48.0,40169.21,39295.28,34909.742,39271.6,38593.426,36347.35,39729.71
277,277,BTC_USDT,2021-08-04,37531.37,39951.37,38199.99,39729.71,14634252.0,1677.6731,1317.4601,60.83009,36014.062,28019.691,44008.434,-344628096.0,46980.97,35939.84,39488.0,34547.023,36187.266,75.746086,71.51746,63.06021,88.0,40.0,48.0,39678.453,39730.758,35111.234,39424.305,38800.023,36565.566,40855.24
278,278,BTC_USDT,2021-08-05,37349.83,41350.0,39742.03,40855.24,19987368.0,1745.4298,1403.0541,63.755726,36487.582,28524.256,44450.91,-324640736.0,47114.67,35939.84,39963.414,34547.023,35604.523,73.22223,74.68504,77.61067,84.0,36.0,48.0,39562.93,40091.8,35332.13,39901.28,39173.7,36842.32,42789.06
279,279,BTC_USDT,2021-08-06,39894.01,43320.0,40855.45,42789.06,32512600.0,1932.8893,1509.0211,68.15654,37051.074,28979.566,45122.582,-292128128.0,48831.18,36311.34,40334.914,34339.793,35513.266,76.75349,84.05796,98.66691,100.0,32.0,68.0,40146.312,40423.56,35629.652,40863.875,39831.035,37225.98,44603.34
280,280,BTC_USDT,2021-08-07,42492.27,44689.46,42836.09,44603.34,43221676.0,2202.4612,1647.7091,71.63616,37692.35,29364.672,46020.027,-248906464.0,49260.0,36996.07,41019.645,34103.098,35068.5,83.75821,92.531624,110.07845,100.0,28.0,72.0,41235.47,40883.94,36021.22,42110.363,40698.727,37701.94,43777.87
281,281,BTC_USDT,2021-08-08,43297.25,45290.92,44586.0,43777.87,62335508.0,2322.7156,1782.7103,67.99556,38340.188,30238.61,46441.76,-311241984.0,49980.26,37296.8,41320.375,33604.35,35068.5,89.83983,92.9299,99.11005,100.0,24.0,76.0,42351.043,41260.13,36352.67,42666.2,41258.57,38093.934,46309.98
282,282,BTC_USDT,2021-08-09,42795.1,46452.96,43797.0,46309.98,53307940.0,2592.4539,1944.659,72.5962,39166.285,31357.242,46975.332,-257934032.0,49906.94,37877.82,41901.395,33039.97,35068.5,93.23382,94.23994,96.25216,100.0,20.0,80.0,43667.098,41672.773,36779.543,43880.793,42177.008,38624.004,45583.64
283,283,BTC_USDT,2021-08-10,44647.24,46666.0,46260.02,45583.64,41199660.0,2716.302,2098.9875,69.5095,39838.65,32254.094,47423.207,-299133696.0,51777.91,37984.34,42007.914,32907.246,35068.5,92.60078,90.6325,86.69594,100.0,16.0,84.0,44612.777,42087.855,37157.277,44448.41,42796.4,39073.01,45543.63
284,284,BTC_USDT,2021-08-11,45357.14,46746.0,45559.65,45543.63,23122830.0,2779.1873,2235.0276,69.33461,40501.207,33367.49,47634.926,-322256512.0,52667.75,38024.34,42047.914,32777.45,35068.5,92.08675,91.3878,89.989914,100.0,12.0,88.0,45163.69,42655.0,37571.832,44813.48,43295.895,39490.473,44411.87
285,285,BTC_USDT,2021-08-12,43800.0,46214.0,45533.71,44411.87,30570262.0,2706.502,2329.3225,64.398926,41040.37,34457.113,47623.63,-352826784.0,46833.21,38024.34,42047.914,32777.45,35068.5,88.533905,83.58142,73.676445,96.0,8.0,88.0,45125.4,43180.434,37961.61,44679.613,43498.797,39807.98,47815.6
286,286,BTC_USDT,2021-08-13,44231.21,47862.84,44405.39,47815.6,38193132.0,2890.2341,2441.5046,71.06921,41718.637,35279.79,48157.484,-314633664.0,46085.22,38582.758,42606.336,33110.156,35068.5,87.42452,87.30434,87.063965,100.0,4.0,96.0,45932.945,44141.992,38461.633,45724.94,44283.67,40324.6,47056.75
287,287,BTC_USDT,2021-08-14,46019.0,48183.34,47815.0,47056.75,32595620.0,2940.7114,2541.3462,68.00979,42302.727,36159.06,48446.4,-347229280.0,46370.4,38743.008,44038.676,32967.586,35068.5,86.32973,88.103424,91.65082,100.0,4.0,100.0,46082.297,44874.7,38967.61,46168.88,44787.867,40758.934,46988.89
288,288,BTC_USDT,2021-08-15,45506.07,47354.26,47088.7,46988.89,23990910.0,2941.3335,2621.3435,67.729004,42789.93,36784.04,48795.824,-371220192.0,44839.67,38841.67,45337.805,32463.465,35068.5,89.37215,92.70868,99.38175,96.0,4.0,96.0,46363.348,45488.062,39487.742,46442.215,45188.055,41160.867,45931.96
289,289,BTC_USDT,2021-08-16,45665.09,48034.42,46989.15,45931.96,33262222.0,2823.988,2661.8726,63.34254,43112.957,37161.03,49064.88,-404482400.0,45170.35,39949.883,45489.22,32129.78,35068.5,88.91445,85.93125,79.96485,92.0,4.0,92.0,46441.016,45802.35,39968.168,46272.13,45323.31,41468.68,44690.86
290,290,BTC_USDT,2021-08-17,44399.0,47170.93,45877.43,44690.86,29898764.0,2600.8633,2649.6707,58.547478,43347.523,37536.793,49158.254,-434381184.0,46027.93,40084.766,45489.22,32094.543,35068.5,85.76388,78.65171,64.42737,88.0,4.0,88.0,46496.812,45811.105,40398.6,45745.04,45208.32,41676.562,44725.92
291,291,BTC_USDT,2021-08-18,44221.0,46018.5,44682.02,44725.92,28197212.0,2399.208,2599.5781,58.64273,43583.02,37952.484,49213.555,-406183968.0,44935.88,40791.67,45991.67,32206.135,35068.5,78.75727,71.68884,57.551994,84.0,4.0,84.0,45878.875,45905.91,40862.094,45405.336,45120.61,41873.293,46775.0
292,292,BTC_USDT,2021-08-19,43935.29,47026.49,44693.74,46775.0,44858708.0,2377.3337,2555.1292,63.86804,43812.594,38056.02,49569.168,-361325248.0,47104.4,41025.17,45991.67,32420.102,35068.5,74.431114,72.95278,69.996124,80.0,4.0,80.0,45822.527,45952.414,41428.33,45861.89,45421.41,42189.535,49314.9
293,293,BTC_USDT,2021-08-20,46640.65,49390.0,46772.84,49314.9,24155106.0,2535.7166,2551.2466,69.08247,44206.695,38087.93,50325.46,-337170144.0,48130.98,42317.82,46595.0,32523.586,35068.5,75.99247,83.33577,98.022385,100.0,4.0,100.0,46287.727,46325.54,42000.945,47012.89,46129.316,42649.234,48830.61
294,294,BTC_USDT,2021-08-21,48238.08,49767.99,49331.72,48830.61,33904956.0,2592.276,2559.4526,67.09421,44654.617,38559.113,50750.125,-371075104.0,47764.0,43083.492,46851.64,34910.883,35068.5,81.9271,89.49274,104.62402,100.0,4.0,100.0,46867.457,46654.234,42552.22,47618.797,46620.46,43048.03,49242.6
295,295,BTC_USDT,2021-08-22,48083.64,49498.0,48828.07,49242.6,24920986.0,2639.9126,2575.5447,67.939575,45158.87,39301.867,51015.875,-346154112.0,47277.2,43558.906,46851.64,34910.883,35068.5,88.49098,92.64443,100.95134,96.0,32.0,64.0,47777.805,47137.31,43072.684,48160.066,47097.215,43447.684,49529.47
296,296,BTC_USDT,2021-08-23,49036.49,50500.0,49227.59,49529.47,46122016.0,2670.0344,2594.4426,68.54552,45725.344,40514.188,50936.504,-300032096.0,48291.07,43924.914,47217.645,35094.227,35068.5,90.10534,88.17885,84.32587,100.0,28.0,72.0,48738.516,47308.695,43581.99,48616.535,47539.44,43840.055,47708.36
297,297,BTC_USDT,2021-08-24,47565.39,49855.01,49482.43,47708.36,40685824.0,2517.9326,2579.1406,60.7021,46124.277,41639.133,50609.42,-340717920.0,47234.55,43924.914,47217.645,35143.555,35068.5,86.53148,78.77116,63.25051,96.0,24.0,72.0,48925.188,47373.855,43993.105,48313.81,47570.152,44089.625,48975.5
298,298,BTC_USDT,2021-08-25,47130.0,49244.82,47672.38,48975.5,40712168.0,2471.1528,2557.543,63.80553,46530.29,42589.418,50471.164,-300005760.0,43000.2,43924.914,47217.645,36396.07,35554.56,80.21605,73.69815,60.662346,92.0,20.0,72.0,48857.31,47572.52,44384.13,48534.37,47825.67,44404.84,46845.16
299,299,BTC_USDT,2021-08-26,46315.54,49334.07,48975.5,46845.16,37997520.0,2236.399,2493.3142,55.823742,46733.094,43185.36,50280.832,-338003264.0,40679.77,43924.914,47217.645,36501.734,35592.78,70.81265,59.96865,38.280643,88.0,16.0,72.0,48460.22,47663.836,44629.918,47971.3,47647.395,44562.28,49069.51
300,300,BTC_USDT,2021-08-27,46365.49,49142.89,46839.49,49069.51,40025076.0,2204.43,2435.5374,61.271435,46956.406,43410.766,50502.043,-297978208.0,43572.25,43924.914,47217.645,36964.17,35701.766,66.75356,66.59389,66.27453,84.0,12.0,72.0,48425.6,48101.703,44932.25,48337.37,47905.96,44853.07,48876.08
301,301,BTC_USDT,2021-08-28,48367.41,49279.56,49069.51,48876.08,34313600.0,2138.8308,2376.196,60.5719,47211.316,43890.465,50532.164,-332291808.0,44878.38,43924.914,48407.77,37080.92,35701.766,64.16509,65.93275,69.468056,80.0,8.0,72.0,48294.92,48516.72,45227.586,48516.94,48082.348,45112.62,48762.18
302,302,BTC_USDT,2021-08-29,47800.0,49615.52,48878.11,48762.18,30852910.0,2053.9753,2311.752,60.13653,47333.926,43974.39,50693.46,-363144704.0,42826.38,43924.914,48407.77,37425.58,35701.766,69.39778,75.66671,88.20457,76.0,4.0,72.0,48505.688,48715.438,45446.875,48598.688,48205.953,45348.074,46980.97
303,303,BTC_USDT,2021-08-30,46859.57,48868.04,48761.6,46980.97,31035706.0,1821.9952,2213.8005,53.64297,47403.79,44135.89,50671.69,-394180416.0,42666.0,43924.914,48407.77,37713.92,35701.766,68.88709,65.06181,57.411255,72.0,4.0,72.0,48106.78,48482.043,45631.812,48059.45,47983.23,45453.42,47114.67
304,304,BTC_USDT,2021-08-31,46701.65,48237.8,46959.01,47114.67,48969960.0,1630.1467,2097.0698,54.044113,47482.344,44323.363,50641.324,-345210464.0,43144.15,45197.008,48407.77,37951.625,35701.766,65.61551,56.118,37.122982,68.0,4.0,68.0,48160.684,48310.45,45873.23,47744.523,47825.31,45560.6,48831.18
305,305,BTC_USDT,2021-09-01,46525.0,49131.3,47104.12,48831.18,39860104.0,1598.1902,1997.2938,58.954697,47703.31,44828.91,50577.707,-305350336.0,42181.95,46496.133,48085.273,38323.125,36073.266,59.216057,56.468357,50.972958,64.0,4.0,64.0,48113.016,48269.31,46195.684,48106.742,48008.195,45771.605,49260.0
306,306,BTC_USDT,2021-09-02,48601.24,50390.0,48823.59,49260.0,41831616.0,1589.148,1915.6647,60.10169,47775.527,44821.98,50729.074,-263518736.0,41043.84,46647.55,48352.77,39007.86,36757.996,59.015106,64.45897,75.34668,60.0,4.0,56.0,48189.8,48242.36,46564.35,48491.16,48235.797,45996.664,49980.26
307,307,BTC_USDT,2021-09-03,48333.53,51007.0,49248.14,49980.26,50163216.0,1621.4104,1856.8138,62.0214,47921.703,44838.39,51005.016,-213355520.0,41546.16,46901.05,48661.27,39308.586,37058.727,65.093575,74.35341,92.87307,100.0,4.0,100.0,48433.418,48469.55,46906.035,48987.527,48552.973,46253.668,49906.94
308,308,BTC_USDT,2021-09-04,49306.1,50520.96,49993.42,49906.94,46803864.0,1622.3607,1809.9232,61.695972,48067.605,44899.664,51235.55,-260159376.0,43815.4,47403.5,48686.242,39889.61,37639.746,71.274475,75.01106,82.48424,96.0,8.0,88.0,49018.61,48562.695,47207.758,49294.0,48799.15,46489.363,51777.91
309,309,BTC_USDT,2021-09-05,49466.97,52139.01,49924.41,51777.91,28381954.0,1753.8679,1798.7122,66.52309,48359.902,44963.555,51756.254,-231777424.0,48148.54,47969.508,49332.008,39996.125,37746.266,77.39547,82.821945,93.6749,100.0,4.0,96.0,49951.258,49055.97,47507.387,50121.97,49340.742,46830.562,52667.75
310,310,BTC_USDT,2021-09-06,50953.73,52756.91,51777.91,52667.75,32941124.0,1907.898,1820.5493,68.55289,48758.75,45306.5,52210.996,-198836304.0,47668.2,48278.453,49640.953,40036.125,37786.266,82.496216,89.65564,103.97449,100.0,4.0,100.0,50718.574,49415.793,47776.2,50970.562,49945.652,47207.152,46833.21
311,311,BTC_USDT,2021-09-07,43000.0,52920.95,52691.46,46833.21,107180880.0,1541.401,1764.7196,48.00145,48864.113,45804.31,51923.918,-306017184.0,48194.65,47960.477,47960.477,40036.125,37786.266,83.16504,77.017525,64.722496,100.0,100.0,100.0,50233.215,49211.508,47878.047,49591.445,49379.754,47183.027,46085.22
312,312,BTC_USDT,2021-09-08,44450.0,47329.38,46812.77,46085.22,52389784.0,1177.0247,1647.1807,46.09365,48829.625,45662.73,51996.52,-358406976.0,49215.4,47960.477,47960.477,40594.547,38582.758,74.26343,56.117126,19.824522,96.0,96.0,100.0,49454.207,48943.812,47870.555,48422.703,48780.746,47112.203,46370.4
313,313,BTC_USDT,2021-09-09,45529.79,47404.7,46057.71,46370.4,16916332.0,900.88074,1497.9207,46.959206,48682.4,45349.984,52014.812,-341490624.0,51470.71,47960.477,47960.477,41390.844,38743.008,55.90134,34.569366,-8.094576,92.0,92.0,100.0,48746.9,48882.754,47896.777,47738.6,48342.5,47064.344,44839.67
314,314,BTC_USDT,2021-09-10,44159.52,47015.81,46372.71,44839.67,22733100.0,552.15295,1308.7671,42.970863,48482.85,44755.305,52210.402,-364223744.0,55324.69,47960.477,47960.477,42089.74,38743.008,39.51926,27.871288,4.5753427,88.0,88.0,100.0,47359.25,48655.254,47873.312,46772.293,47705.625,46920.816,45170.35
315,315,BTC_USDT,2021-09-11,44748.33,45711.07,44855.49,45170.35,8017037.0,299.01984,1106.8176,44.07587,48279.24,44303.33,52255.152,-356206688.0,53780.0,47960.477,47960.477,42719.555,38743.008,29.079363,24.797432,16.23357,84.0,84.0,100.0,45859.77,48289.17,47898.598,46238.312,47244.664,46807.883,46027.93
316,316,BTC_USDT,2021-09-12,44752.55,46435.17,45161.21,46027.93,11906008.0,165.69933,918.594,46.946854,48104.164,44056.16,52152.168,-344300704.0,53964.44,47960.477,47960.477,42786.992,38743.008,25.438498,23.646774,20.063324,80.0,80.0,100.0,45698.715,47965.965,47839.008,46168.184,47023.44,46757.562,44935.88
317,317,BTC_USDT,2021-09-13,43367.46,46841.73,46038.73,44935.88,26051240.0,-27.757542,729.32367,43.859085,47965.54,43689.355,52241.723,-370351936.0,54941.67,47960.477,47960.477,43391.67,38743.008,24.138075,23.970018,23.633907,76.0,76.0,100.0,45468.848,47461.527,47768.312,45757.414,46643.883,46640.035,47104.4
318,318,BTC_USDT,2021-09-14,44674.56,47248.93,44935.88,47104.4,17739720.0,-6.022672,582.2544,50.7817,47871.984,43606.418,52137.547,-352612224.0,54695.91,47960.477,47960.477,43508.42,38743.008,26.028334,30.46821,39.34796,72.0,72.0,100.0,45615.645,47181.273,47772.16,46206.41,46727.613,46669.996,48130.98
319,319,BTC_USDT,2021-09-15,46708.58,48428.96,47105.27,48130.98,17956640.0,92.96729,484.397,53.692783,47936.273,43695.867,52176.68,-334655584.0,57479.18,47960.477,47960.477,44456.41,39346.34,30.657488,37.534237,51.287735,68.0,68.0,100.0,46273.906,46816.58,47845.46,46847.934,46982.77,46764.25,47764.0
320,320,BTC_USDT,2021-09-16,47043.19,48480.0,48126.16,47764.0,17091962.0,140.18927,415.55545,52.49742,47871.0,43662.305,52079.69,-351747520.0,55988.89,47960.477,45923.73,44967.566,39535.336,38.34629,47.036423,64.41669,64.0,64.0,100.0,46792.637,46326.203,47947.9,47153.29,47124.812,46828.75,47277.2
321,321,BTC_USDT,2021-09-17,46780.84,48139.99,47755.28,47277.2,19203080.0,136.75584,359.79553,50.879272,47791.055,43601.066,51981.043,-370950624.0,57380.25,47960.477,45923.73,45205.273,39535.336,44.062557,47.617016,54.72593,60.0,60.0,100.0,47042.492,46370.6,48032.94,47194.594,47152.52,46857.684,48291.07
322,322,BTC_USDT,2021-09-18,47055.29,48810.4,47293.0,48291.07,20360310.0,213.38597,330.5136,54.055622,47767.5,43594.35,51940.65,-350590304.0,57343.32,47960.477,46088.93,45571.28,39901.34,47.60278,48.1549,49.25914,56.0,56.0,100.0,47713.53,46591.188,48083.48,47560.086,47359.527,46950.16,47234.55
323,323,BTC_USDT,2021-09-19,46850.0,48358.34,48305.59,47234.55,21269882.0,186.71132,301.75317,50.398335,47780.18,43615.133,51945.227,-371860192.0,61676.79,47960.477,46088.93,45571.28,39901.34,47.38264,46.376007,44.36274,52.0,52.0,100.0,47739.56,46677.6,48014.133,47451.574,47336.805,46968.508,43000.2
324,324,BTC_USDT,2021-09-20,42510.0,47316.0,47241.63,43000.2,90638128.0,-174.09843,206.58284,39.0074,47574.453,42920.49,52228.42,-462498304.0,60871.04,47715.477,45660.2,45571.28,39901.34,42.701828,33.574574,15.320063,48.0,100.0,-52.0,46713.402,46493.656,47819.785,45967.78,46548.332,46712.49,40679.77
325,325,BTC_USDT,2021-09-21,39586.31,43622.6,43019.6,40679.77,75886136.0,-639.9056,37.285152,34.416702,47166.883,41672.668,52661.1,-538384450.0,61519.97,46253.63,44198.35,45571.28,39901.34,33.233063,19.748608,-7.2203026,44.0,100.0,-56.0,45296.56,46044.598,47534.36,44205.11,45481.32,46323.28,43572.25
326,326,BTC_USDT,2021-09-22,40583.5,44005.94,40679.77,43572.25,40740292.0,-766.8227,-123.536415,43.364338,46882.496,41263.695,52501.3,-497644160.0,62024.61,46253.63,44198.35,45571.28,39901.34,24.416082,19.925068,10.943038,40.0,96.0,-56.0,44555.566,45799.03,47335.785,43994.156,45134.215,46145.793,44878.38
327,327,BTC_USDT,2021-09-23,43100.0,44973.75,43541.2,44878.38,19130680.0,-753.3278,-249.49469,46.888107,46627.402,41132.43,52122.375,-478513472.0,64256.73,46253.63,44198.35,46166.344,39901.34,25.71778,37.47966,61.003426,36.0,92.0,-56.0,43873.03,45793.28,47241.453,44288.9,45087.7,46064.027,42826.38
328,328,BTC_USDT,2021-09-24,40702.62,45141.41,44883.19,42826.38,52308932.0,-897.86224,-379.1682,42.422417,46273.375,40756.867,51789.883,-530822400.0,66013.0,46253.63,44198.35,46166.344,39901.34,34.213882,45.23692,67.28299,32.0,88.0,-56.0,42991.395,45365.477,47036.48,43801.39,44676.55,45855.145,42666.0
329,329,BTC_USDT,2021-09-25,41675.02,42950.71,42820.74,42666.0,17560560.0,-1013.6632,-506.0672,42.085045,45817.78,40704.637,50930.92,-548382980.0,62198.17,46253.63,44198.35,46166.344,39901.34,41.55952,41.96198,42.7669,28.0,84.0,-56.0,42924.555,44818.98,46897.176,43422.93,44310.996,45649.395,43144.15
330,330,BTC_USDT,2021-09-26,40755.0,43900.47,42666.22,43144.15,22401040.0,-1054.6959,-615.79297,43.527008,45341.598,41184.38,49498.82,-525981920.0,60688.18,46253.63,44198.35,46802.387,39901.34,40.964615,35.694946,25.155607,24.0,80.0,-56.0,43417.43,44356.996,46699.664,43330.0,44098.844,45487.766,42181.95
331,331,BTC_USDT,2021-09-27,42118.51,44336.28,43142.0,42181.95,20331054.0,-1151.5813,-722.9506,41.298645,45109.035,40794.195,49423.875,-546312960.0,61307.12,46253.63,43972.324,47290.703,39901.34,37.007694,33.366154,26.083075,20.0,76.0,-56.0,43139.37,43847.47,46476.527,42947.316,43750.316,45274.49,41043.84
332,332,BTC_USDT,2021-09-28,40859.97,42749.44,42168.41,41043.84,22056734.0,-1305.1545,-839.3914,38.770332,44856.97,40222.5,49491.434,-568369730.0,60842.81,46253.63,43451.156,47500.16,39901.34,32.188404,27.50411,18.135527,16.0,72.0,-56.0,42372.465,43122.746,46219.25,42312.824,43258.23,45001.543,41546.16
333,333,BTC_USDT,2021-09-29,40760.0,42570.79,40984.9,41546.16,13640961.0,-1370.5308,-945.61926,40.501667,44615.754,39822.035,49409.473,-554728770.0,63071.0,46253.63,42363.86,47781.16,40154.84,27.533228,21.72942,10.121802,12.0,68.0,-56.0,42116.418,42553.906,46038.09,42057.27,42946.945,44778.613,43815.4
334,334,BTC_USDT,2021-09-30,41432.45,44109.67,41516.8,43815.4,21156696.0,-1225.1111,-1001.51764,47.69669,44564.543,39759.613,49369.47,-533572064.0,60311.26,46253.63,42862.453,48044.87,40154.84,25.62193,27.632257,31.652914,8.0,64.0,-56.0,42346.3,42635.426,45928.113,42643.312,43104.844,44716.473,48148.54
335,335,BTC_USDT,2021-10-01,43299.54,48448.6,43816.39,48148.54,38784568.0,-751.55316,-951.5247,58.113,44713.45,39664.27,49762.633,-494787488.0,58412.02,46253.63,44575.61,48650.758,40720.844,34.22279,53.306694,91.4745,4.0,60.0,-56.0,43347.176,43382.305,45905.36,44478.387,44021.88,44937.895,47668.2
336,336,BTC_USDT,2021-10-02,47437.16,48316.36,48157.97,47668.2,16805270.0,-410.28506,-843.2768,56.763462,44795.465,39612.043,49978.887,-511592768.0,60589.78,46253.63,44575.61,48959.703,41029.797,52.52044,76.62237,124.826225,4.0,56.0,-56.0,44444.426,43791.9,45852.297,45541.66,44684.848,45114.043,48194.65
337,337,BTC_USDT,2021-10-03,47125.0,49179.72,47654.0,48194.65,16026692.0,-96.238205,-693.8691,57.916946,44958.402,39566.87,50349.934,-495566080.0,62239.0,44383.016,44967.36,47960.477,41111.812,73.72642,91.2502,126.29775,100.0,52.0,48.0,45874.59,44123.527,45792.777,46425.99,45322.992,45312.793,49215.4
338,338,BTC_USDT,2021-10-04,46906.0,49465.75,48194.65,49215.4,22296970.0,232.334,-508.62848,60.13755,45063.953,39431.246,50696.66,-473269088.0,61825.89,44526.03,45110.375,47960.477,41111.812,86.88995,92.79729,104.61196,100.0,48.0,52.0,47408.438,44762.43,45769.727,47355.793,46030.703,45564.574,51470.71
339,339,BTC_USDT,2021-10-05,49041.83,51880.0,49248.18,51470.71,21121772.0,667.02563,-273.49765,64.5842,45230.938,39071.082,51390.797,-452147328.0,61294.48,45733.156,46320.0,47960.477,41111.812,92.85745,94.524864,97.85969,100.0,44.0,56.0,48939.5,45642.9,45759.484,48727.43,47019.797,45945.613,55324.69
340,340,BTC_USDT,2021-10-06,50415.0,55733.72,51459.88,55324.69,43065420.0,1307.4346,42.68881,70.61624,45608.973,38094.61,53123.34,-409081920.0,60949.52,47660.016,48246.86,47960.477,41210.477,94.78756,97.04053,101.54646,100.0,40.0,60.0,50374.73,46860.953,45848.05,50926.52,48529.777,46550.715,53780.0
341,341,BTC_USDT,2021-10-07,53396.0,55331.21,55321.93,53780.0,36394252.0,1671.0568,368.3624,65.78031,45934.113,37637.164,54231.062,-445476160.0,63208.06,47660.016,48246.86,47960.477,42318.688,95.03933,93.5526,90.57914,96.0,36.0,60.0,51597.09,48020.758,46079.61,51877.68,49484.363,47017.12,53964.44
342,342,BTC_USDT,2021-10-08,53634.74,56052.18,53789.3,53964.44,32868850.0,1951.6158,685.01306,66.07902,46217.78,37256.55,55179.016,-412607296.0,62888.78,47819.242,48742.312,47960.477,42453.57,93.60139,90.21103,83.43031,100.0,32.0,68.0,52751.047,49312.82,46342.25,52573.266,50298.92,47465.336,54941.67
343,343,BTC_USDT,2021-10-09,53680.33,55451.42,53951.99,54941.67,14243823.0,2227.142,993.4389,67.68837,46603.14,36870.504,56335.773,-398363488.0,61396.62,47819.242,49675.86,47960.477,43160.477,90.820625,88.69824,84.45348,96.0,28.0,68.0,53896.305,50652.37,46627.96,53362.734,51143.06,47947.68,54695.91
344,344,BTC_USDT,2021-10-10,54137.24,56472.0,54953.71,54695.91,22514928.0,2398.025,1274.3561,66.82964,47187.926,36996.82,57379.027,-420878400.0,60950.0,48029.156,51689.0,47960.477,43393.977,89.39071,89.26285,89.00713,100.0,24.0,76.0,54541.344,51740.42,46956.5,53807.125,51789.03,48383.05,57479.18
345,345,BTC_USDT,2021-10-11,54425.73,57811.49,54618.62,57479.18,32153636.0,2726.6064,1564.8062,71.274284,48027.895,37362.66,58693.13,-388724768.0,61449.0,48698.9,52358.742,47960.477,44083.297,90.374535,93.16252,98.73848,100.0,20.0,80.0,54972.242,52673.484,47366.797,55031.145,52823.605,48969.9,55988.89
346,346,BTC_USDT,2021-10-12,53984.12,57634.65,57467.49,55988.89,32960638.0,2834.0864,1818.6622,66.16222,48648.727,37652.8,59644.652,-421685408.0,63267.28,48698.9,52358.742,46942.1,44659.977,91.481606,92.01944,93.095116,96.0,16.0,80.0,55414.02,53505.555,47698.83,55350.395,53399.11,49422.734,57380.25
347,347,BTC_USDT,2021-10-13,54275.51,57745.65,56039.16,57380.25,27746348.0,2996.9888,2054.3276,68.43825,49273.82,37795.484,60752.156,-393939072.0,67523.94,48698.9,53426.656,46942.1,45135.39,93.36393,94.90983,98.00163,92.0,12.0,80.0,56097.18,54424.113,48113.64,56027.01,54122.953,49936.125,57343.32
348,348,BTC_USDT,2021-10-14,56829.0,58510.0,57362.94,57343.32,22134568.0,3087.519,2260.9658,68.30692,49999.668,38408.54,61590.797,-416073632.0,66930.46,49048.156,54462.5,47024.703,45135.39,93.31065,93.0027,92.38679,100.0,8.0,92.0,56577.51,55236.906,48454.938,56465.78,54708.477,50414.008,61676.79
